customer_id_mskd,jurisdiction_code,client_type_aml,industry_code_aml,occupation_code_aml,country_of_domicile_aml,occupation_status_code_aml,customer_status_aml,export_ts,primary_ownership_flag,relationship_type,PCD_CDA,PCD_CMS,PCD_CRC,PCD_LLC,PCD_MOR,PCD_MUF,PCD_SAV,PCD_SDB,PCD_TED,SRV_FLG,SRV_FSL,SRV_ILC,SRV_LOC,SRV_NLG,SRV_NSL,SRV_TRF,PRD_INFO_AVAIL,rating
c112bc058916cc54f06c4a283d93f5271c07d9eead25074cfe95b16677bc2716,ca08,individual,none,80,be,none,active,2020-05-13,y,sole,,,1.0,1.0,,,1.0,,,,,,,,,,False,3.0
7227ee3696d62ac314dc5a00c1c0cf1e61352ebabb9b5fb4090f7eccba17df03,ca03,individual,none,e902,ca,e902,not a customer,2020-05-13,none,none,,,,,,,,,,,,,,,,,True,3.0
e3a08cfcd2f41d5c1d18842c1de89aef3e527166ab5366f4bc3b3e780005befa,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,sole,1.0,,2.0,,,,1.0,,,,,,,,,,False,3.0
1bda91eb4028534e4976894847346ce56b167eea68e29cb1e8e5e31d41655bb3,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,1.0,,,,,,1.0,,,,,,,,,,False,3.0
65b4ec3fe40d1157a5fc4ad1fc989bb94e985fe067c069fce5e0f5a29706f57b,ca03,individual,none,none,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,3.0
477b511e653e0048d8b366a3d19f33938dba9c3d87780f5dbdb4177964a42a85,ca03,individual,none,e901,ca,e901,not a customer,2020-05-13,n,co-borrower,,,1.0,,,,,,,,,,,,,,False,3.0
e90e5806e094043b26138e5fff8d56f6fad05a2e56a6618a6bc6a22c3c8ddbb4,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,sole,,,,,,,,,1.0,,,,,,,,False,3.0
bebebd40dc39eea394c87e839f3df4b5dc7984f3a15be752bc33d479e03e5aab,ca03,individual,none,e901,ca,e901,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
27ceb933ec7950e19b538d7679b1c4eeb52e152800db02f001779351dddf7e3c,ca03,individual,none,256,ca,none,active,2020-05-13,y,borrower,,,,1.0,,,,,,,,,,,,,False,3.0
b264e7d858684fe725c31a0fdb653544640778af0b12059669f1bf955d139427,ca03,individual,none,245,ca,none,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
f3a95b8f4dffafd938ff8f3675506195707d9957d9ebb20344d8f8fdc4e2473a,ca03,individual,none,5,ca,none,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
3e2456e41f0d7b6083eeef59c940cae35b79d89f9787f2a68b9cdc43ff80b3e4,ca03,individual,none,184,ca,none,active,2020-05-13,y,annuitant,,,,,,,,,1.0,,,,,,,,False,3.0
47ec4d508c8b1b9c6d28b5f0352cf9753963453d67e5a22e6f4d522e39e0a2ce,ca03,individual,none,e901,ca,e901,active,2020-05-13,n,co-borrower,,,,,1.0,,,,,,,,,,,,False,3.0
b7a0fdcb5d0abf50a1b139b2e0dece7780722bc98a279b409848a9c84d6c28ac,ca03,individual,none,49,ca,none,active,2020-05-13,y,sole,2.0,,1.0,3.0,,,1.0,,1.0,,,,,,,,False,3.0
1ccdc1ed973c44634b3ec001d19fd30392a64401dc447848f4e577ec84eacc24,ca03,individual,none,80,ca,none,active,2020-05-13,y,owner,,,,,,,1.0,,,,,,,,,,False,3.0
d30b58cf6a859857b3c7608276b76cfd0448235e19c51c3a9dc77399deb86d8a,ca03,individual,none,e901,ca,e901,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
665b09a758b3cc93b6827a24cfe25d238096d6175dbc4918d4b818d14d14eeb6,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,,1.0,,,,,,,,,,,,,False,3.0
6750225089e07b89b1471a7902087b9aac2773a443d722d091feedb8f603ad38,ca03,individual,none,256,ca,none,active,2020-05-13,y,borrower,,,,1.0,,,,,,,,,,,,,False,3.0
07c78cea33320e58d13bddae252a893f12908b3bbb0a84df63884274ca074d29,ca03,individual,none,none,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,3.0
037168792a337a46810120a4cf74463b77fbc1b80d76a45ef2c927eec4fc8337,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,1.0,,,,,,1.0,,,,,,,,,,False,3.0
8d3f3493c9df09189f2d05ce8616b207cd4481c50ad277678dc3c6762b2f54f7,ca03,individual,none,256,ca,none,active,2020-05-13,y,borrower,,,,1.0,1.0,,,,,,,,,,,,False,3.0
16b9c976beca23509b970009a623f1178b060c87487f34d94e2fce7ba8695d79,ca03,individual,none,1,ca,none,active,2020-05-13,y,sole,,,,1.0,,,,,1.0,,,,,,,,False,3.0
8992c7f71b8bbf7018a032a8a6f65f94ea8d18833968a120e351ea6a57022779,ca03,individual,none,208,ca,none,active,2020-05-13,y,owner,,,,,,,2.0,,1.0,,,,,,,,False,3.0
6a54ba595de3fd38dc899321df134a0782fcd97ec5e931c2d007565156725c2c,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,owner,,,,,,,,,2.0,,,,,,,,False,3.0
5fa5393864ce30a7bd617fa0564d3da6ae2b196d0713cb0c512b7f2bad32304e,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
4a237e427e9226d617f642361492c8607ad54d69bb9c5646e9609cd74fc3be5d,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,sole,,,2.0,,,,,,,,,,,,,,False,3.0
7f80771057d1a6c31776ca6ad00386e114b0a43c990a647fe4aa9ce083b80b32,ca03,individual,none,183,ca,none,active,2020-05-13,y,sole,1.0,,,,,,1.0,,,,,,,,,,False,3.0
3fa609e2d01beb70b6be671478c0cc7ce76cded096917734cd524dd63b923301,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,3.0
7b34927dda7a854f3abf5930eeb7a1a7f4d485c261696f32440edea33c46ff71,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-signor,,,,1.0,,,,,,,,,,,,,False,3.0
421961416b67914564d85a2b6b3819a629a4acc53f89bcc0f1b1fc4cf4f29553,ca03,individual,none,5,ca,none,active,2020-05-13,y,annuitant,,,,,,,,,1.0,,,,,,,,False,3.0
b62625d086796a513233c1eb2606f5ce052780613c469795b1f13ab506717bbe,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,owner,,,,,,,2.0,,,,,,,,,,False,3.0
a5bf998e9420b7adad561a6783d1a20961616915e6c73e885df0ab174cd9cc5a,ca03,individual,none,110,ca,none,active,2020-05-13,y,sole,,,,,,,1.0,,,,,,,,,,False,3.0
81975572424e63a5d6885399f543ca12ce0e1808905ba1e5d9f3137cbb4be94c,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,sole,1.0,,,,,,1.0,,1.0,,,,,,,,False,3.0
b2f82ed1811278ae50f1c83e27122799b72d8df20cf289ef100e43a417207de0,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-borrower,,,2.0,1.0,,,,,,,,,,,,,False,3.0
249e424947e70658d50222e4b4e21cbfe967e7eaf01a3e6949e7a44f5515c988,ca03,individual,none,313,ca,none,active,2020-05-13,y,annuitant,,,,,,,,,1.0,,,,,,,,False,3.0
51010ea1534a6bc972205ea74aa0d3893d444948e27a889a9f310c564b70ee9e,ca03,individual,none,250,ir,none,active,2020-05-13,y,owner,,,,,,,,,1.0,,,,,,,,False,3.0
f700c0e672b09cf08d21bcd0f623ca8ba54c40b08e63fd5bd47b40a5aa9acc44,ca03,individual,none,293,ca,none,active,2020-05-13,n,co-borrower,,,1.0,,1.0,,,,,,,,,,,,False,3.0
9b6c6bf81e50e486cb1e374606f0e1c234874b8ca663f0ea120e1d7bb1df3497,ca03,individual,none,256,ca,none,active,2020-05-13,y,annuitant,,,,,,,,,1.0,,,,,,,,False,3.0
629f9a25ff64db5f396c4dd8c5e1f813c80d581d89ba7588ca2634b5262a0a93,ca03,individual,none,e904,ca,e904,not a customer,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
a48c90f48130de5a4937e112b4f235959a1ee7a7eba9c2665fa5972251b3a755,ca03,individual,none,256,ca,none,active,2020-05-13,n,owner,,,,,,,,,1.0,,,,,,,,False,3.0
257710ab7892d838a9bf173957c254cce47513948c0c0d44d83a5c3551a98ffa,ca03,individual,none,256,ca,none,active,2020-05-13,y,borrower,,,1.0,,,,,,,,,,,,,,False,3.0
4e175fe82a99c241c26bb261d70ded2af7f6913c06ad1c82f64c3a9343460408,ca03,individual,none,245,ca,none,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
70fbad841501d8116dac444b143e7ef7861149e092313e3619168a63c2fbbf71,ca03,individual,none,e900,ca,e900,active,2020-05-13,n,owner,,,,,,,2.0,,,,,,,,,,False,3.0
8760acc63163206fdff51645b5c403a959e479acfe2f3523d04a4c0032a464e1,ca03,individual,none,215,ca,none,active,2020-05-13,y,borrower,,,,,1.0,,,,,,,,,,,,False,3.0
d035ec776edc6f5fb0c7dbf53d4ea912dca99d7824ba94837d1ad8366a1ab9ed,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,,1.0,,,,,,,,,,,,,False,3.0
e084596406b8da882dbdeab1cc7b7004456163f0b78bbfe68bfb55a079f563d4,ca03,individual,none,208,ca,none,active,2020-05-13,n,co-borrower,,,,1.0,,,,,,,,,,,,,False,3.0
2b2297c352853a1cc9b03d13db246b78851d34e0b0fd1bf205a6eb742902dbe0,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,owner,,,,,,,,,1.0,,,,,,,,False,3.0
bdea6e1020e06df2d6988f6c07a947120544cd4e985ac504dd289ef6e01a20a6,ca08,individual,none,e901,ca,e901,active,2020-05-13,y,sole,,,1.0,,,,1.0,,,,,,,,,,False,3.0
f334bf11b2e05127ce91df88052fbc39c3a61901a89442f3728b4a624e23091e,ca03,individual,none,82,ca,none,active,2020-05-13,y,sole,,,,,,,,,1.0,,,,,,,,False,3.0
7303a04acc50234d9e604493f28b40d79860dd53e4aec1ed278b4407bf877f8c,ca03,individual,none,70,ca,none,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
6b6599ba788c62bccbe331e9da71e35c1b82652e634462806e8549e526398571,ca03,individual,none,e901,ca,e901,active,2020-05-13,n,co-borrower,,,,,4.0,,,,,,,,,,,,False,3.0
1043aaa93bb9f93f97918916d92dbf1d801463a34c0eee4e4a8e4a33a356ef1b,ca03,individual,none,86,ca,none,active,2020-05-13,y,sole,1.0,,1.0,1.0,,,,,,,,,,,,,False,3.0
cdaf60b4ff22afd61ef7b10762ebfd36e7a807d72b0705240a9f067380007df7,ca03,individual,none,e901,ca,e901,active,2020-05-13,n,joint,,,,,,,1.0,,,,,,,,,,False,3.0
0121a16b47d76b6ec956a62b817a87075d1e9d38d53865d11e4bfcfa59e35bff,ca03,individual,none,70,ca,none,active,2020-05-13,y,sole,1.0,,1.0,,,,,,,,,,,,,,False,3.0
bfb17a8b835415d7a59c98773a425ec85371e880922ec6a6b42883c8786f8943,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,1.0,,1.0,,,,,,,,,,,,,,False,3.0
73260c36462051099f690561820449c103bcab2610becce69adcf9200e5b71bd,ca03,individual,none,256,ca,none,active,2020-05-13,y,primary joint,1.0,,,,,,,,,,,,,,,,False,3.0
11d781ba62f6abf70ae2dfe2558e549cb0c852a4c0d20986dceef070fb88edbe,ca03,individual,none,256,cn,none,active,2020-05-13,n,joint,1.0,,,,,,1.0,,,,,,,,,,False,3.0
5978677c101f49418da6b5bc13303041506f4cb3fc8dacee3534dc6a120717ee,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
278743fe35d42fe0ac529c42be59dafe8ea09a02385ba1ae179982f15f4fcb2d,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-signor,,,,1.0,,,,,,,,,,,,,False,3.0
a0b2ac440cf043eedd15540be1e8cb64d611338a415c9de7072116cabcb3bdbb,ca03,individual,none,284,ca,none,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
f2ff3919e2ec5b2135bc9e0a91c908efc555830bbf0b01fffe151661f54d4295,ca03,individual,none,303,ca,none,active,2020-05-13,y,owner,,,,,,,2.0,,3.0,,,,,,,,False,3.0
18c2d94c4b72c4da8a96081461ddcd9a499aa7d4ff5f1f069692561210d89724,ca03,individual,none,e901,ca,e901,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
1bc695acbbfbe2b5e06e341aa67962677c8b08d3c9837fe59a8a530f670af200,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,1.0,,,,,,1.0,,,,,,,,,,False,3.0
367873747352d859feec86985124686c8cdadefc169db9a2e5605e7717e25a7a,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-borrower,,,,,1.0,,,,,,,,,,,,False,3.0
9d005559913abaa48aa1abd6d830ca1194b16586c8ff25f4a7000089cf0f17c8,ca03,individual,none,212,ca,none,active,2020-05-13,none,none,,,,,,,,,,,,,,,,,True,3.0
72a13aa87ed41d951d6414da1e6364f13917a67b7f6b451c4deade432a645e51,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
587d70873f34df750fa5579792cb8ced7191c87bb99c0d11889fa1aa2b019003,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,1.0,,1.0,,,,1.0,,,,,,,,,,False,3.0
6561dca5cd408b162ab3aa66b7554af29138f0116ae4c95d40b9da4ff149359f,ca03,individual,none,e902,ca,e902,active,2020-05-13,n,joint,,,,,,,1.0,,,,,,,,,,False,3.0
7f06310d224e7900ef248c51f3752910bdfb403dd5ddb93f96451592f6611e6b,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,1.0,,,,,,1.0,,,,,,,,,,False,3.0
495787c0503c0f9e92aac329e418b73c41e618df8e02797254639af3269ba372,ca03,individual,none,70,ca,none,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
29ff4871857b324f92584b21e83bb4356280cacfedcc23e4e89c4e5e58d3d02a,ca03,individual,none,none,ca,none,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,3.0
bc01774d648ee15545bf48da6c6a8cfa2ea2636c88de35253fa16e1fe257dfa3,ca03,individual,none,e901,ca,e901,not a customer,2020-05-13,none,none,,,,,,,,,,,,,,,,,True,3.0
4e05c9aa9a237d923c91f0f53cfc64a6a6670d0886804f1c72df57e4950a2f54,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,owner,,,,,,,,,1.0,,,,,,,,False,3.0
80cbc67ab545f1c5f8abae5ef6e18ade9855e2cd0f357c4e3d9d50185890b2fd,ca03,individual,none,342,ca,none,active,2020-05-13,n,co-borrower,,,2.0,2.0,1.0,,,,,,,,,,,,False,3.0
18227699fc01ea0fcd7c5d6fcf8b05d66b1410230132316350916e05b0cec84b,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,3.0
dbd00516c8c5fd74ea7ea2e678c216fa27f8f2f522e523f5a9fb525dd6af15f8,ca03,individual,none,144,ca,none,not a customer,2020-05-13,y,borrower,,,,,1.0,,,,,,,,,,,,False,3.0
e9c6d908bc7581674c15baa848e5e7506984713e20daac4634999d18588fbd33,ca03,individual,none,256,ca,none,active,2020-05-13,y,owner,,,,,,,4.0,,,,,,,,,,False,3.0
c11ac589b265dc1ee6d94c68feb7588f2dfb4a702f3868b8fee04dd3ad89eb87,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-borrower,,,,1.0,,,,,,,,,,,,,False,3.0
572c339b1c049233ecd7fd79d135895fe4bc35dd4c42c66ef9e824fb3cda8eb5,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,,1.0,,,,,,,,,,,,,False,3.0
cbd29b700a29c6d2db74fd0fc7e5fd2d4be851d3491401635e81cea29ec72efb,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
38df62ef04cd202fd6b9f8c2e33c204a3785d10f440ed06a6591738cbb96910c,ca03,individual,none,23,ca,none,active,2020-05-13,y,sole,,,3.0,1.0,,,,,,,,,,,,,False,3.0
e4e0384a0b63c5dccf0f314a2fd51bcbce45c1c9852e1a739eb60c5285043ca4,ca16,individual,none,5,ve,none,active,2020-05-13,y,sole,,,2.0,3.0,,,,,,,,,,,,,False,3.0
9b574e6a6598ced1a230aaa264249e9594076f20add1c84f89fcc94224a72437,ca03,individual,none,289,ca,none,active,2020-05-13,y,primary joint,1.0,,,,,,,,,,,,,,,,False,3.0
a4a010d86485aebe5eb388dd2b5643f64a23a01e0d601b86c471d08c39151a81,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,sole,3.0,,2.0,1.0,,,1.0,,,,,,,,,,False,3.0
828dc250981a8a232b73bb13e58f2c5233cb6a898f9ced682eb23bd27d1270e8,ca03,individual,none,212,ca,none,active,2020-05-13,y,borrower,,,1.0,1.0,,,,,,,,,,,,,False,3.0
fcb009850b5347a389753158825b78285d3e0fc76d50dbca41cf3d443e3e6a6d,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,1.0,,1.0,1.0,,,1.0,,,,,,,,,,False,3.0
500ca2cf5386412334e61e47958fed2d60fb9238d9d0fb3460f445c3be3efc29,ca03,individual,none,256,ca,none,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
7fc2b33e4ee02755b5e79b944013c5c82f3b1f437f6dacb442b7161a70aa46f4,ca03,individual,none,e901,ca,e901,active,2020-05-13,n,owner,,,,,,,3.0,,1.0,,,,,,,,False,3.0
6fbc36e0f11b829dbd91c9a2497cafd0488d3bdc62f4c4477a6b28d944acb1d2,ca03,individual,none,e902,ca,e902,active,2020-05-13,y,sole,,,1.0,,,,,,,,,,,,,,False,3.0
b825a96821538599c58dbe3342140ee1f627388427613081ad402503a64e9435,ca03,individual,none,256,ca,none,active,2020-05-13,n,co-borrower,,,,,1.0,,,,,,,,,,,,False,3.0
00da44e56aee50d6aba283ca6a7e596e0a12c2ecd1b702277b2c5599e3ab7a56,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,,1.0,,,,,,,,,,,,,False,3.0
3710b13abaeeceab297104c2ac4dad30fc958a48bf5698000efed0bf75d2d05c,ca03,individual,none,e901,ca,e901,active,2020-05-13,none,none,,,,,,,,,,,,,,,,,True,3.0
c9bf7958d4d5348229ba8ab4a22dec35f4f74f19b6e48a984497a3916adc19f5,ca03,individual,none,141,ca,none,active,2020-05-13,y,primary joint,1.0,,,,,,,,,,,,,,,,False,3.0
ab580abb96b0697028baf46e1121f5ded34ea24f021bc735e6f2efc787b00c36,ca03,individual,none,e904,ca,e904,active,2020-05-13,n,co-signor,,,,1.0,,,,,,,,,,,,,False,3.0
9a23e40a2aecd5e87e775eb93de894501e94c9ed786bee12069830c3f912f694,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,owner,,,,,,,2.0,,,,,,,,,,False,3.0
933656cbf799b4c3ff00b68122eaca8523b86fc8ad15d4f4a310ae9a29e3a165,ca03,individual,none,e901,gr,e901,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
1918479f887c5782815978eb9e0dd1e0b00cd13a07ab018fa734211b49a14080,ca03,individual,none,185,ca,none,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
8047421d52a7c8a0b83785aebf99edd3088aecd026a9ee05b46155a2da296ab6,ca03,individual,none,e901,cn,e901,active,2020-05-13,y,sole,,,,,,,1.0,,,,,,,,,,False,3.0
8ecf3bd01b9cd8255644de5663c6837fe914ad08c81d16f48504dc782f53858f,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,primary joint,1.0,,,,,,,,,,,,,,,,False,3.0
c4d38cbd1190988fb15745b38f2ad3f7e550a7fc9c639a4e4a3030e22b44ae95,ca03,individual,none,e902,ca,e902,active,2020-05-13,n,joint,1.0,,,,,,,,,,,,,,,,False,3.0
aa4b8130a34cadf55dc187f776027bd5da936d5f1fc2c6ab2503f8dc475fdcae,ca03,individual,none,115,do,none,active,2020-05-13,n,owner,,,,,,,,,1.0,,,,,,,,False,3.0
33413325d492b5ed32737ccb9353074884dd211cfc9025b1f60d032beae4a23e,ca03,individual,none,256,ca,none,active,2020-05-13,y,borrower,,,,1.0,,,,,,,,,,,,,False,3.0
a7ef042ab66e8a1daa85fe4453b16e9ee33c809e0b4e8ececfbc1391c4590808,ca03,individual,none,256,ca,none,active,2020-05-13,y,sole,,,,1.0,,,,,,,,,,,,,False,3.0
7d0c945795fa48fe6bd528e0c025e91572f600c8f4cc57dff1377452267e01ea,ca03,individual,none,e904,ca,e904,not a customer,2020-05-13,y,sole,,,2.0,,,,,,,,,,,,,,False,3.0
cb4c54de3f5bad000123dc4dfde111c952211317d79a9bcc68ec3e6979c72e91,ca03,individual,none,256,ca,none,active,2020-05-13,y,owner,,,,,,,,,1.0,,,,,,,,False,3.0
357a14a948e603540c6808e8313ba6c860cc91616254a67e1b8d317256b68440,ca03,individual,none,256,ca,none,not a customer,2020-05-13,y,sole,,,,2.0,,,,,,,,,,,,,False,3.0
a1ff32a0c4dc42f4f30d36f1d0d020d6f706074cbeba839e6a272c4153578ce9,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,sole,2.0,,,,,,,,,,,,,,,,False,3.0
b221eb5309abd298f7ad64957b495271020b274cad196334fab209f507cf9bef,ca03,individual,none,70,ca,none,active,2020-05-13,y,borrower,,,1.0,,,,,,,,,,,,,,False,3.0
ebccfb713231047b2bce62b4d04ff6dcc365911f1183ae3ed93ce2ec12cd94cb,ca03,individual,none,1,ca,none,active,2020-05-13,n,co-borrower,,,1.0,,1.0,,,,,,,,,,,,False,3.0
d2fc1032a30404cf458d7d5c165f2fc63f29f3f5285afb2eb1fe22a2cf0c2401,ca03,individual,none,321,ca,none,not a customer,2020-05-13,none,none,,,,,,,,,,,,,,,,,True,3.0
c4e739ecc0422db3008aea75e5509b8f02d20d1a6e2670be03502d7e09970124,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
033baf60303234b179c4d093a14bb9d05f4a7a1be5a5d86f5c5851262fde9f00,ca03,individual,none,143,ca,none,active,2020-05-13,y,owner,,,,,,,6.0,,4.0,,,,,,,,False,3.0
933e8101bad5b4dbd80fa61a055a2d0731242a56e8c493fcfab12ab2a8d23b19,ca03,individual,none,256,ca,none,active,2020-05-13,y,borrower,,,,1.0,,,,,,,,,,,,,False,3.0
9afe10572c1bdb30cff9f49186d5d1b37c6b281129ea231b15918ff3727049e3,ca03,individual,none,239,ca,none,active,2020-05-13,y,owner,,,,,,,,,1.0,,,,,,,,False,3.0
a8e6e05209d80837a724a6332b321f7150516f02b5471c0771598f2e32c97e2d,ca03,individual,none,280,ca,none,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
3151ff5ccf8c013737a9c508aca417136b9f263d9394ca892f943af2811e11bf,ca03,individual,none,256,ca,none,active,2020-05-13,y,borrower,,,,1.0,,,,,,,,,,,,,False,3.0
8fc00f9367ea62b958bc595d474da2ac76172636121e23326e8557f9626f53ca,ca03,individual,none,e900,ca,e900,active,2020-05-13,y,sole,,,,,,,1.0,,,,,,,,,,False,3.0
d5c3b3c80265226b31d2b4363565ebb65d6949d3574a75ec0ecea2ea77175090,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,owner,,,,,,,1.0,,,,,,,,,,False,3.0
aa4343faf3b7d1fd11bd521115d857fa78f9d34c1fe6231745a62ae7a323fb3f,ca03,individual,none,e901,ca,e901,active,2020-05-13,n,joint,1.0,,,,,,1.0,,,,,,,,,,False,3.0
63b45778633a8170ef8b1fa670c3e861eef2a9dce6811683a0c64171be019597,ca03,individual,none,5,ca,none,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
16c7a1b95714e91241d3828744fbe42c7acc160c3c62e3d7429fff52e93d1164,ca03,individual,none,208,ca,none,active,2020-05-13,y,sole,1.0,,,,,,,,,,,,,,,,False,3.0
b2dbf5389ca9d86d978eadb0b2b3f9f6325d1fb7fdf6f54c9598bd5ce25abebf,ca03,individual,none,e901,ca,e901,active,2020-05-13,y,owner,,,,,,,,,1.0,,,,,,,,False,3.0
d05a702555122009ed98c4ef9c80373a5c0741a201b772635ce6899384a356e6,ca03,individual,none,e901,ca,e901,active,2020-05-13,n,owner,,,,,,,2.0,,,,,,,,,,False,3.0
0b24388a26f895adcb20a819377d4dff3f4a9f7f125ae618ee495f2255f05b79,ca03,individual,none,314,ca,none,active,2020-05-13,y,primary joint,1.0,,,,,,,,,,,,,,,,False,3.0
2e81019b0ae56c66fee2417f9e72dd50917c3972007c8ea9a885262c94d3648c,ca03,individual,none,e904,ca,e904,active,2020-05-13,y,sole,1.0,,1.0,,,,,,,,,,,,,,False,3.0
